Tweet Number,Tweet Username,Tweet Text,Tweet Date,Tweet Geo
135,i_luv_ewe,#Mood #ChronicLymeDisease #Humor pic.twitter.com/4veLRYRZqr,2017-07-18 23:39:26+00:00,
136,Lymenews,"""Making sense of #suicide and #chronicLymedisease "" http:// buff.ly/2tjdU86 pic.twitter.com/UyNmeT7FD6",2017-07-18 18:22:09+00:00,
137,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2017-07-18 16:35:30+00:00,
138,KenPledger,"@YolandaHFoster speech on her #ChronicLymeDisease is a must watch https:// m.youtube.com/watch?v=6djL18 mfXj8&feature=youtu.be&a= … ""We must Speak Up"" #LymeDisease the silent killer",2017-07-18 16:34:45+00:00,
139,KenPledger,Being strong is the only choice. https:// twitter.com/inspireme39/st atus/595650712354295809 … #chroniclymedisease,2017-07-18 14:27:38+00:00,
140,KenPledger,Lyme Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2017-07-18 13:17:58+00:00,
141,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2017-07-18 11:43:38+00:00,
142,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2017-07-18 11:41:44+00:00,
143,Dream13Gemini,#ChronicLymeDisease #LymeDiseaseSecondaryInfections http:// file.scirp.org/pdf/OJMM_20150 92414123017.pdf …,2017-07-16 02:27:38+00:00,
144,GracieBagosy,Heat Intolerance With Chronic Lyme Disease #lyme #heatintolerance #chroniclymedisease Tired of Lyme #chronicpain ... http:// fb.me/8Mbd2XP2Q,2017-07-15 23:45:03+00:00,
145,ChronicalyCarly,Sometimes I get really scared this disease is going to kill me.. #LymeDisease #ChronicLymeDisease #chroniclife #TruthHurts,2017-07-13 05:14:16+00:00,
146,lymeyarnbombs,15 Government agencies promote the science of Chronic #Lyme Disease #chroniclymedisease #health #doctorinthehouse https://www. linkedin.com/pulse/cdcs-pro file-plummets-while-15-government-authorities-luche-thayer?utm_content=buffer53e73&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer … pic.twitter.com/Mnhh0uPdt8,2017-07-13 03:01:25+00:00,
147,BoomerBaby54,The painful and debilitating long-term effects of Lyme disease... http://www. healthline.com/health-news/pa inful-debilitating-long-term-effects-of-lyme-disease … #LymeDisease #chroniclymedisease pic.twitter.com/hnm2eLjaVD,2017-07-12 19:50:02+00:00,
148,sam_vinograd,Unfortunately #chroniclymedisease is spreading fast - praying they find a cure soon,2017-07-09 02:37:40+00:00,
149,WendyTheRealtor,Former Lindsay resident heads up new Lyme lab | http:// MyKawartha.com https://www. mykawartha.com/news-story/740 5344-former-lindsay-resident-heads-up-new-lyme-lab/?utm_content=buffer17b63&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer#.WV6E1DOnvo4.twitter … #Canada #LymeDisease #ChronicLymeDisease,2017-07-06 18:44:35+00:00,
150,Millondolly68,.@campaignforleo You have a duty of care. It's incorrect to say in @DailEireann that ChronicLymeDisease is controversial. https:// twitter.com/glynnnicola/st atus/882530889007329280 …,2017-07-06 10:53:48+00:00,
151,lymeforacure,#Newsday Opinion: The peril of #chronicLymedisease http:// dlvr.it/PSFj9C #lymedisease pic.twitter.com/oQ6nYRdkmO,2017-07-05 00:02:08+00:00,
152,skepticalraptor,#ChronicLymeDisease treatments – unproven and dangerous - http:// bit.ly/2tq0VB2 #lyme #alternativemedicine #pseudomedicine,2017-07-01 21:00:00+00:00,
153,InconvenientTr1,"Booted from https:// bmgphysicians.org / Also, http:// dc-fl.com / Was it because I said #chroniclymedisease ?Or #lymedisease ? Or #lyme ? Yep. pic.twitter.com/VMpSSokrlG",2017-07-01 20:07:58+00:00,
154,skepticalraptor,#ChronicLymeDisease treatments – unproven and dangerous - http:// bit.ly/2tm55ZH #lyme #alternativemedicine #pseudomedicine,2017-06-29 21:00:30+00:00,
155,skepticalraptor,#ChronicLymeDisease treatments – unproven and dangerous - http:// bit.ly/2tlvsPx #lyme #alternativemedicine #pseudomedicine pic.twitter.com/GMkRX95Sql,2017-06-28 23:00:20+00:00,
156,skepticalraptor,#ChronicLymeDisease treatments – unproven and dangerous - http:// bit.ly/2tlIMDA #lyme #alternativemedicine #pseudomedicine,2017-06-28 22:00:12+00:00,
157,skepticalraptor,#ChronicLymeDisease treatments – unproven and dangerous - http:// tinyurl.com/ycffunkc #lyme #alternativemedicine #pseudomedicine,2017-06-28 20:03:29+00:00,
158,i_luv_ewe,Returning to #Starbucks tonight to work on more art. 4 nights in a row...this is a much better treatment week for #ChronicLymeDisease . pic.twitter.com/vAXMKUuLAY,2017-06-28 17:44:20+00:00,
159,DCyberMonkey,"Check my website Doc, are you backwards on #ChronicLymeDisease too?",2017-06-28 05:09:28+00:00,
160,ChristieMLeto,"Finally, thank goodness I've only been waiting over 35 years now! #ChronicLymeDisease https:// twitter.com/lymechallenge/ status/879812974579462145 …",2017-06-27 21:37:31+00:00,
161,9AcresDesigns,How #hugging can be harmful to some people's #health . #chroniclymedisease https:// themighty.com/2017/06/huggin g-bad-for-health/ …,2017-06-27 21:21:03+00:00,
162,ChristieMLeto,Of course! They do not like our #LLMDs telling the truth about #ChronicLymeDisease it is so unprofessional of them!,2017-06-26 15:30:14+00:00,
163,InconvenientTr1,When do I just give up? #LymeDisease #chroniclymedisease #pinellascounty pic.twitter.com/NP6L3qmPEC,2017-06-25 00:45:01+00:00,
164,DawnZauner,Stay positive! #lymedisease #lymediseaseawareness #chroniclymedisease #lymedontkillmyvibe … https://www. instagram.com/p/BVmozZUAxrr/,2017-06-24 02:21:55+00:00,
165,ChristieMLeto,The #ChronicLymeDisease community needs help immediately @realDonaldTrump @SecPriceMD @DanScavino for god sake look at the $going to Zika??,2017-06-24 01:57:38+00:00,
166,MatthewSchabath,Deaths and complications due to treating the #fakedisease known as “chronic Lyme disease”. #ChronicLymeDisease http:// scienceblogs.com/insolence/2017 /06/21/deaths-and-complications-due-to-treating-the-fake-disease-known-as-chronic-lyme-disease/#.WU1sD-tAHD8.twitter …,2017-06-23 19:32:12+00:00,
167,ChristieMLeto,@CDCgov it's time you engage ppl that actually suffer from #ChronicLymeDisease https:// twitter.com/aynekcm/status /878086725461057536 …,2017-06-23 11:34:25+00:00,
168,PriorityOnevita,Watch as Dr. Holtorf exposes the Lyme disease lies! #lymedisease #chroniclymedisease #HoltorfMedicalGroup http:// ow.ly/DxsE30bYO4v pic.twitter.com/ltFs7LAtb9,2017-06-22 15:25:13+00:00,
169,LymeYarns,#lyme #LymeDisease #lymeawareness #chroniclymedisease #lymeyarns #yarn #knit #crochet #FakeNews #washingtonpost #rollingstone @CNN @FoxNews https:// twitter.com/LymeYarns/stat us/877562857633849344 …,2017-06-22 14:22:48+00:00,
170,marianklb,TY Dan! This means a lot to me! #lyme awareness & prevention r so important! Too many suffer from #chroniclymedisease myself=19yrs #netde,2017-06-21 21:30:17+00:00,
171,InconvenientTr1,"This punk. Your pathetic blaming the patient letter after you collected $1,100 from BC/BS is beyond the pall. #Chroniclymedisease #Monsanto pic.twitter.com/Y93HE1tiHs",2017-06-21 16:01:25+00:00,
172,LindaKloss1,Cures deemed worse than misdiagnosed #chronicLymeDisease #ItAin 'tReal https:// cosmosmagazine.com/biology/cures- deemed-worse-than-misdiagnosed-chronic-lyme-disease … #science via @CosmosMagazine,2017-06-20 20:54:55+00:00,
173,physorg_health,#ChronicLymedisease treatments tied to serious adverse effects http:// medx.cc/417180204 @4,2017-06-20 17:10:02+00:00,
174,InconvenientTr1,"Really, mother fucker? You didn't mind taking $1K for your opinion, eh? & thanks for tip your sister was a shrink.#chroniclymedisease pic.twitter.com/I2fafIiNTm",2017-06-20 00:22:11+00:00,
175,doodlebugmom,An open letter to the Editors of #TheWashingtonPost . Re: Living with #LymeDisease #ChronicLymeDisease - https://www. lymedisease.org/open-letter-ed itors-washington-post/?utm_source=cdc's … mmwr,2017-06-19 19:19:51+00:00,
176,ClarkDeHart,@chicagotribune Woke up to this fresh hell of a one-sided opinion piece about #ChronicLymeDisease and it's treatment. https:// twitter.com/microbesinfect /status/876262988721700865 …,2017-06-18 11:50:08+00:00,
177,LymeYarns,To @laurahelmuth & @washingtonpost Congrats upon making the #FakeNews list with your #LymeDisease article! #lymeyarns #chroniclymedisease pic.twitter.com/HyGnaoLq4h,2017-06-18 00:59:22+00:00,
178,marianklb,I believe Laura was bought & paid 4 by the CDC 2 write this piece of propaganda/CDC #Lyme panel refuses 700+ studies of #chroniclymedisease,2017-06-17 12:55:28+00:00,
179,MandingoLuke,"regram anonymiss_heather Many may recognize the term “ #chronicLymedisease ,” but the treatments… https://www. instagram.com/p/BVbcWw_lnuK/",2017-06-17 05:22:50+00:00,
180,KatherineBNutri,And this is the fault of corrupt #cdc and the #chroniclymedisease deniers which has resulted in lack of research and treatment,2017-06-15 21:43:44+00:00,
181,i_luv_ewe,2/2 It's good for a laugh though. #ChronicLymeDisease #Humor,2017-06-09 01:13:02+00:00,
182,ChristieMLeto,@SecPriceMD Im fighting #ChronicLymeDisease &the #coinfections that came with we really need your help!It exists it's an #epidemic please!,2017-06-06 23:51:20+00:00,
183,DLP1,Unless you are one of millions suffering from #chronicillness #chroniclymedisease you don't… https://www. instagram.com/p/BU5K_IAApql/,2017-06-03 21:57:12+00:00,
184,chasesara,Not fun. I suggest not doing it alone..... #lymedisease #fucklymedisease #chroniclymedisease … https://www. instagram.com/p/BUzpUvsDOie/,2017-06-01 18:26:32+00:00,
185,Jazz13UK,@janephilpott #Canadians with #Lyme have been thrown under the bus! this is utter garbage! #ChronicLymeDisease http://www. cbc.ca/news/politics/ federal-lyme-disease-framework-1.4137379 …,2017-05-30 17:49:23+00:00,
186,ChristieMLeto,@LymeAlliance For yrs dentists accused me of having teeth like those of an anorexic Who knew #ChronicLymeDisease ruins teeth just like bone?,2017-05-30 10:28:34+00:00,
187,chicagokell21,This is how I feel about stem cell therapy for my #chroniclymedisease . It just makes sense and… https://www. instagram.com/p/BUmJjEyDjEB/,2017-05-27 12:38:44+00:00,
188,ChronicalyCarly,This planet is falling apart.. I personally want no part of this. I want out ASAP!! #chroniclife #chroniclymedisease,2017-05-27 08:51:58+00:00,
189,TotalFuckGay,http:// bit.ly/2r5X73T Ticks destroy lives. But so do incompetent doctors. Help out the crowdfund if you can. #ChronicLymeDisease,2017-05-27 04:56:06+00:00,
190,TerryMMayfield,So similar to my own battle with this insidious disease. #LymeDiseaseAwareness #ChronicLymeDisease #WeNeedACure,2017-05-25 18:43:31+00:00,
191,msandreakent,#CDC lies about #LymeDisease and #chroniclymedisease They are literally killing me #cleantheswamp at the @CDCgov,2017-05-24 04:30:38+00:00,
192,didyaknowsci,What is Chronic Lyme Disease? http:// dld.bz/f4th2 #chroniclymedisease #disease pic.twitter.com/zBdMvZtkQF,2017-05-23 04:54:39+00:00,
193,CassidyMaree30,You know it's bad when you're too tired to cry #ChronicLymeDisease,2017-05-20 17:18:13+00:00,
194,FactsLyme,New Tick-Borne Illness Could Be Worse Than Lyme Disease #lymediseasechallenge #chronicillness #ChronicLymeDisease http:// newyork.cbslocal.com/2013/07/02/new -tick-borne-illness-could-be-worse-than-lyme-disease/amp/ …,2017-05-19 22:53:03+00:00,
195,ChronicalyCarly,I'm trying to find a way to express myself.. And my story with #chroniclymedisease I love to sing.. But I write lyrics & can't play anything,2017-05-19 07:26:22+00:00,
196,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2017-05-18 17:53:16+00:00,
197,KenPledger,Being strong is the only choice. https:// twitter.com/inspireme39/st atus/595650712354295809 … #chroniclymedisease,2017-05-18 17:49:15+00:00,
198,KenPledger,Lyme Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2017-05-18 16:12:16+00:00,
199,KenPledger,Lyme disease in nearly all 50 states. http://www. lymenow.com #lymedisease #chroniclymedisease,2017-05-18 15:36:12+00:00,
200,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2017-05-18 13:54:07+00:00,
201,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2017-05-18 13:52:30+00:00,
202,DawnZauner,#lymediseaseawareness #lymedisease #chroniclymedisease #lymedontkillmyvibe #livingwithlyme … https://www. instagram.com/p/BUDHcZ_Ab3m/,2017-05-13 22:07:26+00:00,
203,TerryMMayfield,Why #LymeDiseaseAwareness is Important http://www. colormelyme.net/why-lyme-disea se-awareness-is-important/ … via @ColorMeLyme_net #LymeDisease #ChronicLymeDisease #WeNeedACure,2017-05-13 06:10:47+00:00,
204,ChronicalyCarly,Today was a really bad day.. Love throwing up first thing in the morning.. #chroniclymedisease #LymeDiseaseAwarenessMonth,2017-05-12 05:40:34+00:00,
205,PANSlife,#LymeDiseaseChallenge #ChronicLymeDisease : a Case Definition at Last! Growing epidemic causes prolonged... http:// fb.me/8M34Pv8vX,2017-05-10 11:02:09+00:00,
206,LymeChallenge,"#ChronicLymeDisease : a Case Definition at Last! Growing epidemic causes prolonged symptoms, says new report... http:// fb.me/1VYashhcY",2017-05-10 10:57:53+00:00,
207,PanicButtonVlog,"For Lyme Disease Awareness, here is a vid done by Slice of Lyme. #ChronicLymeDisease https://www. youtube.com/watch?v=d8SPGZ b-wsA&feature=share …",2017-05-09 22:34:26+00:00,
208,SinisterDev85,IT'S ABOUT F***ING TIME!! http://www. prweb.com/releases/2017/ 05/prweb14305710.htm … #LymeDiseaseAwarenessMonth #chroniclymedisease #LymeDiseaseAwareness #chroniclyme,2017-05-09 20:17:34+00:00,
209,LymeChallenge,Thanks for taking #LymeDiseaseChallenge for your wife & all who suffer #ChronicLymeDisease . Wishing her well in her recovery. #NeverGiveUp,2017-05-09 16:40:02+00:00,
210,ChronicalyCarly,So I have #chroniclymedisease which means I got accessible seats for @riseagainst as much as I'd much rather be moshing in the pit..,2017-05-08 07:28:52+00:00,
211,ClarkDeHart,#iamapreexistingcondition #chroniclymedisease pic.twitter.com/3MSQuuvDUf,2017-05-05 23:32:05+00:00,
212,ChronicalyCarly,When your symptoms elevate out of no where #chroniclymedisease #LymeDiseaseAwarenessMonth #chronicillness #chroniclife pic.twitter.com/mgiHO73Ok2,2017-05-03 05:52:48+00:00,
213,ClarkDeHart,That's a years worth of treatment give or take for #chroniclymedisease #LymeAwarenessMonth #LymeDiseaseChallenge,2017-05-03 00:26:39+00:00,
214,ChronicalyCarly,And #chroniclymedisease #Fibromyalgia #CFS #ME someone help us https:// twitter.com/Enceladosaurus /status/858614420343324672 …,2017-04-30 22:15:27+00:00,
215,readbtwnthelyme,#lymediseaseawareness #lymewarriors #chroniclymedisease #chronic https://www. instagram.com/p/BTfJ3EWFpCU/,2017-04-29 22:55:24+00:00,
216,readbtwnthelyme,#LymeDiseaseChallenge #lymediseaseawareness #chroniclymedisease #chronic https://www. instagram.com/p/BTfJRcVFp5K/,2017-04-29 22:50:15+00:00,
217,sam_vinograd,"""this is a real, real disease. It almost killed me"" TY@KellyOsbourne @YolandaHFoster 4 educating #chroniclymedisease http:// usm.ag/2pgeD4l",2017-04-27 20:18:01+00:00,
218,DarciaHelle,"#MondayBlogs : Lyme Disease, Suicide, Hope https:// goo.gl/fb/2iEh91 #lymedisease #chroniclymedisease",2017-04-24 09:44:50+00:00,
219,lymeninja,Take that lyme! #igotthis #chroniclymedisease #breakingbricks #healing #lymeninja #teamriot @… https://www. instagram.com/p/BTPjm9bgoeu/,2017-04-23 21:32:31+00:00,
220,DawnZauner,#lymeandthemind #lymedisease #chroniclymedisease #lymedontkillmyvibe #livingwithlyme … https://www. instagram.com/p/BTH2UQVA-5e/,2017-04-20 21:42:52+00:00,
221,MaydayProject,Time to make a stand!!@POTUS investigate #CDC for mishandling #chroniclymedisease We need the uneffected to stand up as well #come1comeALL pic.twitter.com/HeOXs5NE5E,2017-04-19 21:00:36+00:00,
222,KenPledger,Being strong is the only choice. https:// twitter.com/inspireme39/st atus/595650712354295809 … #chroniclymedisease,2017-04-18 13:54:22+00:00,
223,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2017-04-18 11:58:30+00:00,
224,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2017-04-18 10:43:34+00:00,
225,i_luv_ewe,To shave or not to shave...? #HumorIsImportant #ChronicLymeDisease pic.twitter.com/DGGXNqfOpl,2017-04-17 18:17:46+00:00,
226,didyaknowsci,What is Chronic Lyme Disease? http:// dld.bz/f4th2 #chroniclymedisease #disease pic.twitter.com/VKv6s1FouP,2017-04-15 10:13:49+00:00,
227,Gab701,I applaud @mindbodygreen for writing such a factual article about #lymedisease & #chroniclymedisease . Thx 4 getting the facts right https:// twitter.com/mindbodygreen/ status/852948357316300800 …,2017-04-15 04:00:10+00:00,
228,ValerieLynn_WP,"By the time they find a cure I will be long gone buried 6 feet under. #chroniclymedisease #spoonie #POTS , #CFS #Fibromyalgia #LymeDisease",2017-04-12 18:04:08+00:00,
229,DawnZauner,#lymeandthemind #lymedisease #chroniclymedisease #lymedontkillmyvibe #livingwithlyme … https://www. instagram.com/p/BSyeIp3gkLv/,2017-04-12 14:27:25+00:00,
230,i_luv_ewe,#ChronicLymeDisease = Malware for humans. pic.twitter.com/gXNqamHX1g,2017-04-11 16:14:11+00:00,
231,lymeyarnbombs,#LymeDisease #lymeyarnbombs #yarnbombforlyme #lyme #weneedaccuratetests #wemustfindacure #chroniclymedisease http:// darienite.com/one-darien-fam ily-went-son-got-lyme-disease-20667 …,2017-04-10 00:35:34+00:00,
232,Icetrekker2009,We need a government to recognize it & fund research and an insurance industry to cover treatment. #LymeDisease #chroniclymedisease https:// twitter.com/lonnierhea/sta tus/850983544595767296 …,2017-04-09 10:52:29+00:00,
233,NoMoreLyme,@ThisIsRobThomas I now love you for the husband you are https:// m.facebook.com/story.php?stor y_fbid=1416883895044621&id=1391059427627068 … #Chroniclymedisease @glynnnicola @RonanLavin,2017-04-08 23:00:43+00:00,
234,Lymenews,"""20% of patients with serious conditions are first misdiagnosed, study says."" #ChronicLymedisease http:// buff.ly/2nF4CLQ pic.twitter.com/lFqFBdY0VS",2017-04-06 06:20:06+00:00,
235,ChristieMLeto,I just wish someone would try to figure it out! Who knows could lead to a cure for those of us w #ChronicLymeDisease #PlumbIsland,2017-04-04 21:58:14+00:00,
236,NoMoreLyme,This raffle has high odds of winning and you are supporting #ChronicLymedisease treatment https://www. instagram.com/p/BSbvXSegS0U/,2017-04-04 04:28:53+00:00,
237,NoMoreLyme,@RnRDublinHalf do you think any of your followers would run for #NicolaLavin who badly needs treatment for #chroniclymedisease,2017-04-02 00:01:48+00:00,
238,NoMoreLyme,@RunningnIreland do you think any of your followers would run for #NicolaLavin who suffers from #Chroniclymedisease,2017-04-01 23:57:32+00:00,
239,NoMoreLyme,True best friends run marathons for their bff even though they don't ever run @vhi #LymeDisease #Lymesquad #NicolaLavin #Chroniclymedisease pic.twitter.com/Fv1UfjYOXP,2017-03-26 13:54:55+00:00,
240,skepticalraptor,#ChronicLymeDisease – is there any scientific evidence supporting it? - http:// buff.ly/2nEeBFO #CLD,2017-03-24 00:00:33+00:00,
241,skepticalraptor,#ChronicLymeDisease – is there any scientific evidence supporting it? - http:// buff.ly/2ntzcfn #CLD,2017-03-23 23:00:03+00:00,
242,ajepyx,Team Randy https://www. gofundme.com/team-randy&rci d=1fe13c1609764ae8ae0ee32d8cdc62fc … #TeamRandy #GoFundMe #GetWellSoon #Fundraiser #ChronicLymeDisease,2017-03-23 13:37:47+00:00,
243,skepticalraptor,#ChronicLymeDisease – is there any scientific evidence supporting it? - http:// buff.ly/2nLpWAC #CLD,2017-03-21 21:00:55+00:00,
244,skepticalraptor,#ChronicLymeDisease – is there any scientific evidence supporting it? - http:// buff.ly/2mmvjcq #CLD,2017-03-20 22:00:01+00:00,
245,skepticalraptor,#ChronicLymeDisease – is there any scientific evidence supporting it? - http:// tinyurl.com/kledoul #CLD,2017-03-20 21:09:56+00:00,
246,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2017-03-18 20:29:26+00:00,
247,KenPledger,"@YolandaHFoster speech on her #ChronicLymeDisease is a must watch https:// m.youtube.com/watch?v=6djL18 mfXj8&feature=youtu.be&a= … ""We must Speak Up"" #LymeDisease the silent killer",2017-03-18 20:26:11+00:00,
248,KenPledger,Lyme disease in nearly all 50 states. http://www. lymenow.com #lymedisease #chroniclymedisease,2017-03-18 18:09:20+00:00,
249,KenPledger,Lyme Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2017-03-18 18:06:28+00:00,
250,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2017-03-18 15:57:10+00:00,
251,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2017-03-18 14:51:59+00:00,
252,i_luv_ewe,"I have #ChronicLymeDisease so does that mean I still have to wear green to keep from being pinched? I feel green already, i.e., sick. pic.twitter.com/5JuoVq4qaJ",2017-03-17 15:50:35+00:00,
253,marianklb,"myself-19years, 3 local friends hav #chroniclymedisease + an entire population being ignored by the CDC @FLLymeDisease",2017-03-16 16:28:12+00:00,
254,EM798,"Please help me fight lyme, etc! #helperikafightlyme #chroniclymedisease #CIRS https://www. gofundme.com/helperikafight lyme …",2017-03-14 23:50:07+00:00,
255,live2runbfree,Thank You @DCMosquitoSquad 4 sharing my story & helping to bring awareness about #lymedisease #chroniclymedisease #lymewarrior @NatCapLyme https:// twitter.com/dcmosquitosqua d/status/841334614719377409 …,2017-03-13 18:59:09+00:00,
256,KellyKoncewicz,We have joined forces w a large protest group who agrees w us that #LymeDisease #ChronicLymeDisease is a problem https://www. facebook.com/events/1778268 572495015??ti=ia …,2017-03-11 15:59:13+00:00,
257,ChristieMLeto,"@LymeAlliance @Lymenews 2 Weeks off antibiotics was feeling pretty good,woke up w a migraine & my fever is back!101.5 #ChronicLymeDisease",2017-03-10 23:14:31+00:00,
258,linde_zinn,A big #truth : We were never intended to survive #LymeDisease nor regenerate from #chroniclymedisease Let's just face it! We're learning..,2017-03-06 18:25:55+00:00,
259,EarthyMama13,@TripLee your song #Longer struck a chord with my husband THANK YOU from a #Wife &MominChronicPain #ChronicLymeDisease,2017-03-03 22:38:35+00:00,
260,DailyLyme,There's things to be thankful for even with #ChronicLymeDisease . I'm lookin at you @hulu @netflix (& @Andy for all the RH franchises) #booya,2017-03-02 23:00:12+00:00,
261,DawnZauner,Go to http:// ILADS.org to download the #getlymesmart guide today! #ilads #lymedisease #chroniclymedisease,2017-02-25 09:48:26+00:00,
262,ChristieMLeto,Around & Around we go! Sending hugs & prayers you'll be feeing well soon! #ChronicLymeDisease,2017-02-25 04:28:20+00:00,
263,LymeWarriorUS,#Pandemic #lymedisease #chroniclymedisease #migratorybirds #birds #ticks pic.twitter.com/aYdcrj6X6T,2017-02-24 23:01:06+00:00,
264,ValerieLynn_WP,#Chroniclymedisease #ChronicPain #writing #nevergiveup #year8 #POTS #bart #poetry #strong #lymies #positivethinking pic.twitter.com/dowBRZ1ahx,2017-02-24 21:00:00+00:00,
265,sarahgeigs,#Repost @lymewarriorus with @repostapp ・・・ #lymediease #lymewarrior #chroniclymedisease #warrior … https://www. instagram.com/p/BQ3j-r9g_q7/,2017-02-24 18:09:30+00:00,
266,i_luv_ewe,Perfect illustration of a challenging day. #ChronicLymeDisease pic.twitter.com/EAPWhCiwEY,2017-02-24 15:53:20+00:00,
267,LymeWarriorUS,"We love the classics. Back of our ""Not A Choice"" tshirts in regular &vneck. #lymediease #lymewarrior #chroniclymedisease #warrior #lyme pic.twitter.com/NBVTT0jS42",2017-02-23 19:06:36+00:00,
268,lymeyarnbombs,Due to poor tests & misinformation 40% of #lyme patients will get chronic symptoms called #chroniclymedisease #lymeyarnbombs #lymeawareness pic.twitter.com/1hadLVarhU,2017-02-23 04:00:46+00:00,
269,modelLMC,"For those in disbelief, an article. ""Proof That #ChronicLymeDisease Exists"": https:// www.nc ... https://www. gofundme.com/lauramcorbin?p c=tw_u …",2017-02-18 19:35:30+00:00,
270,KenPledger,Being strong is the only choice. https:// twitter.com/inspireme39/st atus/595650712354295809 … #chroniclymedisease,2017-02-18 17:19:08+00:00,
271,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2017-02-18 17:18:32+00:00,
272,KenPledger,"@YolandaHFoster speech on her #ChronicLymeDisease is a must watch https:// m.youtube.com/watch?v=6djL18 mfXj8&feature=youtu.be&a= … ""We must Speak Up"" #LymeDisease the silent killer",2017-02-18 17:17:42+00:00,
273,LaLaLyme,#Goals #ChronicLymeDisease https:// twitter.com/yolandahfoster /status/832301959814209537 …,2017-02-18 15:37:53+00:00,
274,KenPledger,Lyme disease in nearly all 50 states. http://www. lymenow.com #lymedisease #chroniclymedisease,2017-02-18 14:42:13+00:00,
275,KenPledger,Lyme Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2017-02-18 14:38:40+00:00,
276,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2017-02-18 13:37:30+00:00,
277,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2017-02-18 13:33:44+00:00,
278,LymeWarriorUS,New stuff. Keep those ears warm in style. http://www. lymewarrior.us/shop #LymeWarrior #lymedisease #chroniclymedisease #beanie #winter pic.twitter.com/AkXFetaBdk,2017-02-16 01:14:59+00:00,
279,ChristieMLeto,@LymeAlliance My #LifeOnHold due to #ChronicLymeDisease #EpsteinBarrVirus & #Fibromyalgia Not a great combination&Im not the only 1 w it?,2017-02-15 17:17:20+00:00,
280,ChronicalyCarly,Thank you #CriminalMinds for implying ppl with #Fibromyalgia #CFS and #chroniclymedisease are most likely in ppls heads. So wrong,2017-02-11 08:01:11+00:00,
281,WStroeh,Another #sleepless night. #insomnia #chronicfatigue #chroniclymedisease,2017-02-07 09:52:18+00:00,
282,IGG040,@V_Andriukaitis ; please Mr. Andriukatis; don't forget #LymeDisease #ChronicLymeDisease . Many children&adults are desperate.,2017-02-04 15:34:36+00:00,
283,ChristieMLeto,@LymeAlliance @ayneKcM The next 30 day plan! Meet my new friends #Flagyl & #Biaxin #ChronicLymeDisease #HereWeGoAgain #Hopeful #remission pic.twitter.com/jTKATlEBzD,2017-02-03 23:51:58+00:00,
