Tweet Number,Tweet Username,Tweet Text,Tweet Date,Tweet Geo
148,ChristieMLeto,@realDonaldTrump Please overhaul the #CDC those of us w #ChronicLymeDisease r either going broke or dying from co-infections #Help #Corrupt,2016-08-22 23:22:20+00:00,
149,ChristieMLeto,#ChronicFevers #ChronicLymeDisease So sick of being sick pic.twitter.com/3WnQXP5NJD,2016-08-21 19:43:46+00:00,
150,lymeninja,Added @JLBellAuthor herbals to the mix #healing #chroniclymedisease #babesia #bartonella … https://www. instagram.com/p/BJT06vej4Qy/,2016-08-20 00:06:47+00:00,
151,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2016-08-18 22:07:23+00:00,
152,KenPledger,"@YolandaHFoster speech on her #ChronicLymeDisease is a must watch https:// m.youtube.com/watch?v=6djL18 mfXj8&feature=youtu.be&a= … ""We must Speak Up"" #LymeDisease the silent killer",2016-08-18 20:43:09+00:00,
153,KenPledger,Lyme's Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2016-08-18 17:18:56+00:00,
154,KenPledger,Lyme resource guide. http://www. lymenow.com #lymedisease #chroniclymedisease,2016-08-18 16:11:44+00:00,
155,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2016-08-18 15:04:43+00:00,
156,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2016-08-18 13:51:48+00:00,
157,CassidyMaree30,New blog on my Week From Hell for this interested #ChronicLymeDisease #PulmonaryEmbolism https:// thelymediary.wordpress.com,2016-08-16 20:08:18+00:00,
158,reviggy,@Brendaswklybuzz I thnk u shld #Follow @Melissamy108 's #Account she hs #ChronicLymeDisease UMayBAble 2 trade Infrmtn&OfferSupport 2echothr,2016-08-16 14:03:56+00:00,
159,DawnZauner,Interesting article on #lymedisease #chroniclymedisease and dental care. http://www. arizonaadvancedmedicine.com/Articles/2013/ June/Lyme-disease-often-resides-in-the-mouth.aspx …,2016-08-15 16:51:15+00:00,
160,Catlhoran,18 Things People With Autoimmune Diseases Want You To Know #chroniclymedisease https://www. buzzfeed.com/sheridanwatson /people-with-autoimmune-diseases?utm_term=.yjd6L1zRAQ#.ep0NBJY0Ko …,2016-08-14 19:51:06+00:00,
161,ChristieMLeto,@SpeaknHouston @reptile_gurl @readbtwnthelyme How's everyone doing today? #ChronicLymeDisease #FightForACure #DemandAcurateTesting,2016-08-12 19:36:29+00:00,
162,ViviVaNessLLC,When you cry at the pharmacy. #ChronicLymeDisease is very real. pic.twitter.com/fuEJcG3Uxh,2016-08-12 16:02:23+00:00,
163,Lady_Sandikci,#YouCantBreakMeBecause im an #Autism mom and deal with #ChronicLymeDisease,2016-08-12 02:45:54+00:00,
164,DawnZauner,I just want more sleep...as usual. #lymedisease #chroniclymedisease #lymediseasesucks … https://www. instagram.com/p/BI9_KWSgIIr/,2016-08-11 12:33:00+00:00,
165,sighien,That is exactly what I do when I feel a herx/flare-up is comming up #chroniclymedisease #lymesucks https:// twitter.com/rabihalameddin e/status/763213528803086336 …,2016-08-10 06:57:10+00:00,
166,Lady_Sandikci,Im pretty sure my #ChronicLymeDisease has given me something new & painful to cope with #neuropathy add it to my over 100 sporadic symptoms,2016-08-10 03:49:58+00:00,
167,DawnZauner,"And yet they deny it, making our lives completely miserable. #lymedisease #chroniclymedisease … https://www. instagram.com/p/BIyQK2yAJAu/",2016-08-06 23:10:44+00:00,
168,Lady_Sandikci,#MoreToMigraine when you have #LymeDisease or #ChronicLymeDisease aka #LateStageLyme,2016-08-06 16:02:39+00:00,
169,Lady_Sandikci,#firstsevenjobs hell i dont even remember.... #StayAtHomeMom #ChronicLymeDisease #NoLegitWorkAtHomeOpps . #LackOfSleepClub,2016-08-06 13:44:40+00:00,
170,CassidyMaree30,Hearing from parents who suffer with Lyme is awful. I hope my children never have to me see me this way. #ChronicLymeDisease #GetAware,2016-08-05 21:02:21+00:00,
171,marianklb,@DanScavino @Fox5Teresa @LewsView @helpfightlyme the real #SilentMajority #ChronicLymeDisease patients R Denied ins,2016-08-05 03:35:05+00:00,
172,ChristieMLeto,@SpeaknHouston @ayneKcM @readbtwnthelyme @reptile_gurl GNight fellow #Lymies let's all hope for a decent night sleep #ChronicLymeDisease,2016-08-05 02:20:20+00:00,
173,CassidyMaree30,Updated my blog https:// thelymediary.wordpress.com/2016/08/04/sum ma-summa-summa-time/ … #ChronicLymeDisease pic.twitter.com/xPQMq6HDzd,2016-08-04 22:17:33+00:00,
174,LymeYarns,#Lyme & #ChronicLymeDisease can B a #invisibleillness #dontjudge http://www. glamour.com/story/bella-ha did-on-fame-and-family … #BellaHadid #knit #fashion pic.twitter.com/RNQl5Tv2cu,2016-08-03 22:29:00+00:00,
175,DawnZauner,@pejvahdat would you mind retweeting my #gofundme page for my #chroniclymedisease medical expenses? https://www. gofundme.com/dzlyme,2016-08-02 04:49:35+00:00,
176,DawnZauner,Somebody finally put it in words. Thank you. #lymie #lymedisease #chroniclymedisease … https://www. instagram.com/p/BIl2fWxgZs9/,2016-08-02 03:35:27+00:00,
177,CassidyMaree30,Just did @blogilates while attached to my IV #BeastMode #ChronicLymeDisease pic.twitter.com/yL4gMqzPbm,2016-08-02 01:37:14+00:00,
178,ChristieMLeto,@ameliabeamer Wow another person in a battle with the #epidemic of #ChronicLymeDisease Hope it reaches many! Thank You,2016-08-01 17:42:25+00:00,
179,RonanRyanWriter,An enlightening and forthright account of a harrowing illness. #amytan #chroniclymedisease http:// bit.ly/1EGAe9g,2016-08-01 13:14:42+00:00,
180,ChristieMLeto,@SpeaknHouston No more Guilt for having #ChronicLymeDisease it's too friggin bad!,2016-07-31 15:57:05+00:00,
181,PedroSilmon,Simone's Road to Recovery... #chroniclymedisease #crowdfunding https://www. gofundme.com/SimoneFightsLy me&rcid=66e0f3e2567b11e6a7e3bc764e05b494 …,2016-07-30 17:36:40+00:00,
182,DawnZauner,YES. #lymedisease #chroniclymedisease #lymediseasesucks #lymedontkillmyvibe #lymedestroyslives … https://www. instagram.com/p/BIeZC1fAUxN/,2016-07-30 06:03:28+00:00,
183,DawnZauner,For real. #lymedisease #chroniclymedisease #lymedestroyslives #lymie #chronicillness #spoonie … https://www. instagram.com/p/BIaouHYABl_/,2016-07-28 19:03:29+00:00,
184,DawnZauner,What are you taking for your #lymedisease #chroniclymedisease currently? I've been hearing of… https://www. instagram.com/p/BIYxclHAwLq/,2016-07-28 01:41:15+00:00,
185,gtothevieve,http://www. shipwithnosails.com/2016/07/27/slo w-dancing-in-my-wheelchair-10-tips-about-love-partnership-in-the-midst-of-chronic-illness/ … #chronicillness #chronicillnessbloggers #spoonie #lymedisease #CRPS #love #chroniclymedisease #cripplepunk,2016-07-27 19:00:02+00:00,
186,FactsLyme,#ChronicLymeDisease #lymediseasechallenge #LymeDiseaseAwareness #LymeDisease #chronicillness pic.twitter.com/eAOkosLpll,2016-07-26 22:37:16+00:00,
187,readbtwnthelyme,https:// readbetweenthelyme.com/about-lyme-dis ease/ … #lymedisease #chroniclymedisease #CDC #lymecfs pic.twitter.com/Ao9uKLRvHe,2016-07-26 12:49:51+00:00,
188,DawnZauner,Stress is caused by being 'here' but wanting to be 'there'. #lymedisease #chroniclymedisease #lymedestroyslives #mentalhealth #depression,2016-07-25 22:11:30+00:00,
189,moonmoonmother,"Europeans with #LymeDisease , how do you get help & treatment? #chroniclymedisease #lymediseaseawareness",2016-07-24 18:00:59+00:00,
190,DawnZauner,#raiseawareness 4 #mentalhealth & fund treatment 4 my #mentalillness & #chroniclymedisease #lymedisease https:// teespring.com/stores/dawn-za uner-mental-health#…,2016-07-22 06:55:30+00:00,
191,sryn14,thank you for retweeting--some may laugh but #chroniclymedisease post lyme or late lyme patients are a cast aside population,2016-07-20 10:49:57+00:00,
192,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2016-07-19 19:06:28+00:00,
193,ChristieMLeto,@NYSenate @NYGovCuomo Please help us #ChronicLymeDisease is being ignored! @fox5ny @Fox5Teresa Thank You https:// twitter.com/lymecoalition/ status/755415107081949185 …,2016-07-19 19:00:57+00:00,
194,moonmoonmother,From my FB status. #chronicLymedisease #lymewarrior #LymeDiseaseAwareness pic.twitter.com/v6Za1AsFBc,2016-07-19 18:39:54+00:00,
195,KenPledger,"@YolandaHFoster speech on her #ChronicLymeDisease is a must watch https:// m.youtube.com/watch?v=6djL18 mfXj8&feature=youtu.be&a= … ""We must Speak Up"" #LymeDisease the silent killer",2016-07-19 17:13:59+00:00,
196,moonmoonmother,Summer heat & a cold & #chronicLymedisease & other #autoimmune stuff is not the best combination. pic.twitter.com/abxfYFu7Wi,2016-07-19 15:53:10+00:00,
197,KenPledger,Lyme's Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2016-07-19 12:26:43+00:00,
198,KenPledger,Lyme resource guide. http://www. lymenow.com #lymedisease #chroniclymedisease,2016-07-19 12:25:06+00:00,
199,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2016-07-19 11:53:10+00:00,
200,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2016-07-19 11:35:02+00:00,
201,ViviVaNessLLC,@FlourishInfo - I anticipated the post vac. flare- doesn't make it easier #ChronicLymeDisease pic.twitter.com/StsLDQV7L3,2016-07-18 18:56:57+00:00,
202,bekindforlyme,Repost from patrickplumlymewarrior Thank you! #chroniclymedisease #chronicillness #lymedisease … https://www. instagram.com/p/BHvxO-YgdWS/,2016-07-18 13:40:45+00:00,
203,yourLymieness,#chroniclymedisease doesn't exist but can't #donateorgans @CDCgov @IDSAInfo . #IDSA Ye tell on thyselves...,2016-07-17 20:55:49+00:00,
204,sryn14,When will we see autoimmune medicines start being used in #chroniclymedisease ? http://www. ncbi.nlm.nih.gov/m/pubmed/26922 382/ …,2016-07-17 16:28:46+00:00,
205,BellaWithLyme,Today's Special Event! Sunday At 5:30 on @fox5ny with @Fox5Teresa #LymeAndReason supporting #ChronicLymeDisease #LymeDisease,2016-07-17 04:18:15+00:00,
206,DawnZauner,14 hours of sleep was totally necessary for this #lymie last night. #lymedisease #chroniclymedisease,2016-07-16 18:38:20+00:00,
207,DawnZauner,Please take 7mins to watch interview about why insurance should cover treatment for #lymedisease #chroniclymedisease https:// twitter.com/ilads_lyme/sta tus/754076545308692480 …,2016-07-16 01:13:43+00:00,
208,BellaWithLyme,@NatCapLyme Thank You to Susan Green! #MustSee ! #Lyme #LymeAndReason #ChronicLymeDisease https:// youtu.be/jjZ9YGlE8Rc pic.twitter.com/nauEHCZWYI,2016-07-15 17:19:32+00:00,
209,YolandaHadid,80% and determined to get to 100% #ChronicLymeDisease https:// twitter.com/soaps247/statu s/753726566182506496 …,2016-07-15 00:00:22+00:00,
210,DawnZauner,"I'm battling #chroniclymedisease and #depression and #ocd but I look fine, don't I? I'm… https://www. instagram.com/p/BH2_O_hAteJ/",2016-07-14 22:47:33+00:00,
211,EM798,Woke up with excruciating #chostochondroitis symptoms this morning. Feels like a heart attack #EDS #chroniclymedisease,2016-07-14 10:36:34+00:00,
212,DawnZauner,Treatment for #lymedisease #chroniclymedisease is expensive because lyme literate doctors can't… https://www. instagram.com/p/BH0gaAdgEP-/,2016-07-13 23:39:42+00:00,
213,DawnZauner,We can't let this happen! Contact your state legislators today! #lymedisease #chroniclymedisease https:// twitter.com/LymeChallenge/ status/753233079179673600 …,2016-07-13 20:33:12+00:00,
214,lymeninja,https:// youtu.be/f7SEi9Jimh4 I love watching @JennaLBFitz digital art! #lymestrong #dystopian #chroniclymedisease #art,2016-07-13 02:47:51+00:00,
215,DawnZauner,I went almost three years before finding out I have #lymedisease #chroniclymedisease because the… https://www. instagram.com/p/BHyDaqQgMAe/,2016-07-13 00:47:54+00:00,
216,bekindforlyme,Repost from patrickplumlymewarrior Thank you! #chroniclymedisease #chronicillness #lymedisease … https://www. instagram.com/p/BHvxO-YgdWS/,2016-07-12 12:52:11+00:00,
217,itchin87,@cosmopolitan http://www. itchinsince87.com #psoriasis #endometriosis #chroniclymedisease … https://www. instagram.com/p/BHt-91YBVOw/,2016-07-11 10:52:03+00:00,
218,ChristieMLeto,@reptile_gurl @LymeAlliance @LymeAlliance This is a very #lonely way to #SoCalledLive #ChronicLymeDisease #Awareness #Fight #Cure #ILADS,2016-07-10 02:08:31+00:00,
219,ChristieMLeto,Healthy ppl shower&it wakes them up A shower is like a sleeping pill for me! #ChronicLymeDisease,2016-07-09 23:56:16+00:00,
220,LA_Homestead,Always analyze: http://www. collective-evolution.com/2015/04/16/lym e-disease-the-cdcs-greatest-coverup-what-they-dont-want-you-to-know/ … #ChronicLymeDisease #ExpandingResearch #Skeptical #CDC #HealthLiteracy #HealthAdvocacy,2016-07-09 15:01:43+00:00,
221,sam_vinograd,too many of us are suffering time for the medical community to invest in finding a cure #chroniclymedisease #LymeDisease,2016-07-08 11:50:12+00:00,
222,DawnZauner,New #BlogPost is up! More to come soon on the effects #lymedisease #chroniclymedisease has on #mentalhealth https:// lymeandthemind.wordpress.com/blog/,2016-07-08 03:32:55+00:00,
223,ChristieMLeto,IT IS SO REAL! I have all of it! #ChronicLymeDisease https:// twitter.com/reptile_gurl/s tatus/751161305386606593 …,2016-07-07 23:27:32+00:00,
224,ChristieMLeto,@reptile_gurl @DrFriedenCDC Love @DrDanielCameron for believing in my #ChronicLymeDisease & treating with such compassion! Getting Better!,2016-07-07 20:45:38+00:00,
225,ChristieMLeto,@reptile_gurl @DrFriedenCDC Ppl are being put on waiting lists for Drs that KNOW #ChronicLymeDisease exists The CDC has blood on their hands,2016-07-06 22:38:26+00:00,
